division,level,tournament,date,team1rough,team1_goals,team1_spirit,team2rough,team2_goals,team2_spirit,team1full,team2full,team1_strength,team2_strength,team1_goal_diff,team2_goal_diff,year,team1full_AUC_placing,team2full_AUC_placing,team1_division,team2_division,team1_ELO_before,team2_ELO_before,team1_ELO_after,team2_ELO_after,team1form_10,team2form_10,team1_H2H_win_rate,team2_H2H_win_rate
Womens,National,AUCD22018,2018-04-13,DarlingThirst,5,10,Kaos,15,11,DarlingThirst AUC2018,Kaos AUC2018,,,-10,10,2018,,5.0,Division 2,Division 1,819.9871087664274,1476.5754071317017,804.4848728194856,1492.0776430786432,0.2,0.5,0.0,0.0
Womens,National,AUCD22018,2018-04-13,Inland Gypsies,11,11,Bauhaus B,10,11,Inland Gypsies AUC2018,Bauhaus Rezzies AUC2018,,,1,-1,2018,,,Division 2,Division 2,818.2176500047013,842.5062952118552,831.7528401308482,828.9711050857084,0.2,0.2,0.0,1.0
Womens,National,AUCD22018,2018-04-13,Rogue B,14,11,Extinction Women's,8,12,Rogue Pop AUC2018,Extinction AUC2018,,,6,-6,2018,,,Division 2,Division 2,1296.6799110339164,979.7643740676716,1308.8055483487387,967.6387367528492,0.2,0.0,0.0,0.0
Womens,National,AUCD22018,2018-04-13,Tempest,8,12,The Ladies Lounge,15,11,Tempest AUC2018,The Ladies Lounge AUC2018,,,-7,7,2018,,,Division 2,Division 2,895.9074220186918,1021.9868801641416,878.0696481463357,1039.8246540364978,0.3,1.0,0.0,0.0
Womens,National,AUCD22018,2018-04-13,Valkyrie Ultimate,12,10,Factory Frenzy,11,11,Valkyrie Ultimate AUC2018,Factory Fire AUC2018,,,1,-1,2018,,,Division 2,Division 2,1032.973137164523,969.6569024218164,1043.695349688208,958.9346898981316,0.42857142857142855,0.5,0.0,0.0
Womens,National,AUCD22018,2018-04-13,Surge,6,12,Sugar Magnolias,15,9,Surge AUC2018,Sugar Magnolias AUC2018,,,-9,9,2018,,,Division 2,Division 2,1020.6795428510336,1095.1351592648316,998.3041826406128,1117.5105194752523,0.4,0.5,0.2,0.8
Womens,National,AUCD22018,2018-04-13,Kaos,15,9,Valkyrie Ultimate,11,11,Kaos AUC2018,Valkyrie Ultimate AUC2018,,,4,-4,2018,5.0,,Division 1,Division 2,1492.0776430786432,1043.695349688208,1499.6608557166026,1036.1121370502483,0.5,0.5,0.0,0.0
Womens,National,AUCD22018,2018-04-14,The Ladies Lounge,12,12,Hills,2,12,The Ladies Lounge AUC2018,Hills AUC2018,,,10,-10,2018,,,Division 2,Division 2,1039.8246540364978,1050.031191248299,1066.4050477241387,1023.4507975606576,1.0,0.7,0.0,0.0
Womens,National,AUCD22018,2018-04-14,Tempest,13,10,Factory Frenzy,9,12,Tempest AUC2018,Factory Flare AUC2018,,,4,-4,2018,,,Division 2,Division 2,878.0696481463357,958.9346898981316,897.8917876095267,939.1125504349408,0.3,0.4,0.0,1.0
Womens,National,AUCD22018,2018-04-14,Melbourne Inferno,4,12,Bauhaus B,9,9,Melbourne Inferno AUC2018,Bauhaus Rezzies AUC2018,,,-5,5,2018,,,Division 2,Division 2,862.066259088002,828.9711050857084,842.2478640446737,848.7895001290366,0.3,0.1,0.6666666666666666,0.3333333333333333
Womens,National,AUCD22018,2018-04-14,Inland Gypsies,3,10,Manly Mavericks,15,12,Inland Gypsies AUC2018,Manly AUC2018,,,-12,12,2018,,,Division 2,Division 2,831.7528401308482,1116.2387068934438,810.0901214975263,1137.9014255267657,0.2,0.7,0.0,1.0
Womens,National,AUCD22018,2018-04-14,Surge,7,9,Rogue B,10,8,Surge AUC2018,Rogue Pop AUC2018,,,-3,3,2018,,,Division 2,Division 2,998.3041826406128,1308.8055483487387,990.5778385254016,1316.53189246395,0.4,0.2,0.5,0.5
Womens,National,AUCD22018,2018-04-14,Factory Frenzy,5,10,Kaos,9,12,Factory Fire AUC2018,Kaos AUC2018,,,-4,4,2018,,5.0,Division 2,Division 1,939.1125504349408,1499.6608557166026,932.253715172112,1506.5196909794313,0.4,0.5,0.0,0.0
Womens,National,AUCD22018,2018-04-14,DarlingThirst,7,8,Valkyrie Ultimate,9,10,DarlingThirst AUC2018,Valkyrie Ultimate AUC2018,,,-2,2,2018,,,Division 2,Division 2,804.4848728194856,1036.1121370502483,796.7912566605402,1043.805753209194,0.2,0.4444444444444444,0.0,0.0
Womens,National,AUCD22018,2018-04-14,Extinction Women's,2,15,Sugar Magnolias,15,13,Extinction AUC2018,Sugar Magnolias AUC2018,,,-13,13,2018,,,Division 2,Division 2,967.6387367528492,1117.5105194752523,941.4614340683352,1143.6878221597667,0.0,0.6,0.0,0.0
Womens,National,AUCD22018,2018-04-14,Bauhaus B,4,9,Surge,9,10,Bauhaus Rezzies AUC2018,Surge AUC2018,,,-5,5,2018,,,Division 2,Division 2,848.7895001290366,990.5778385254016,834.3916517048632,1004.9756869495748,0.2,0.3,0.0,0.0
Womens,National,AUCD22018,2018-04-14,Sugar Magnolias,12,13,Inland Gypsies,5,11,Sugar Magnolias AUC2018,Inland Gypsies AUC2018,,,7,-7,2018,,,Division 2,Division 2,1143.6878221597667,810.0901214975263,1157.0638475838134,796.7140960734796,0.6,0.2,1.0,0.0
Womens,National,AUCD22018,2018-04-14,Hills,11,11,Factory Frenzy,3,10,Hills AUC2018,Factory Fire AUC2018,,,8,-8,2018,,,Division 2,Division 2,1023.4507975606576,932.253715172112,1043.8138272668652,911.8906854659044,0.6,0.4,0.75,0.25
Womens,National,AUCD22018,2018-04-14,Valkyrie Ultimate,6,10,Tempest,7,11,Valkyrie Ultimate AUC2018,Tempest AUC2018,,,-1,1,2018,,,Division 2,Division 2,1043.805753209194,897.8917876095267,1026.5905308212657,915.1070099974552,0.5,0.4,0.0,0.0
Womens,National,AUCD22018,2018-04-14,Manly Mavericks,13,10,Extinction Women's,2,11,Manly AUC2018,Extinction AUC2018,,,11,-11,2018,,,Division 2,Division 2,1137.9014255267657,941.4614340683352,1159.8917312576193,919.4711283374816,0.8,0.0,0.0,0.0
Womens,National,AUCD22018,2018-04-14,The Ladies Lounge,14,11,DarlingThirst,4,11,The Ladies Lounge AUC2018,DarlingThirst AUC2018,,,10,-10,2018,,,Division 2,Division 2,1066.4050477241387,796.7912566605402,1085.3379230252028,777.8583813594762,1.0,0.1,0.0,0.0
Womens,National,AUCD22018,2018-04-14,Kaos,8,9,Factory Frenzy,5,10,Kaos AUC2018,Factory Flare AUC2018,,,3,-3,2018,5.0,,Division 1,Division 2,1506.5196909794313,911.8906854659044,1511.7303663355378,906.680010109798,0.6,0.3,1.0,0.0
Womens,National,AUCD22018,2018-04-14,Rogue B,7,10,Melbourne Inferno,6,12,Rogue Pop AUC2018,Melbourne Inferno AUC2018,,,1,-1,2018,,,Division 2,Division 2,1316.53189246395,842.2478640446737,1319.409224655154,839.3705318534696,0.2,0.2,0.0,0.0
Womens,National,AUCD22018,2018-04-14,The Ladies Lounge,6,11,Surge,7,9,The Ladies Lounge AUC2018,Surge AUC2018,,,-1,1,2018,,,Division 2,Division 2,1085.3379230252028,1004.9756869495748,1070.0312184935276,1020.2823914812502,1.0,0.3,0.0,0.0
Womens,National,AUCD22018,2018-04-14,Sugar Magnolias,9,10,Tempest,4,11,Sugar Magnolias AUC2018,Tempest AUC2018,,,5,-5,2018,,,Division 2,Division 2,1157.0638475838134,915.1070099974552,1169.0404173382033,903.1304402430654,0.6,0.5,1.0,0.0
Womens,National,AUCD22018,2018-04-14,Manly Mavericks,9,10,Hills,4,11,Manly AUC2018,Hills AUC2018,,,5,-5,2018,,,Division 2,Division 2,1159.8917312576193,1043.8138272668652,1175.0169908726175,1028.6885676518668,0.8,0.6,0.25,0.75
Womens,National,AUCD22018,2018-04-14,Extinction Women's,5,10,Factory Frenzy,10,10,Extinction AUC2018,Factory Fire AUC2018,,,-5,5,2018,,,Division 2,Division 2,919.4711283374816,906.680010109798,900.3071376379515,925.844000809328,0.0,0.3,0.0,0.0
Womens,National,AUCD22018,2018-04-14,DarlingThirst,6,12,Bauhaus B,9,8,DarlingThirst AUC2018,Bauhaus Rezzies AUC2018,,,-3,3,2018,,,Division 2,Division 2,777.8583813594762,834.3916517048632,763.9229482398606,848.3270848244788,0.0,0.1,0.0,1.0
Womens,National,AUCD22018,2018-04-14,Kaos,9,5,Rogue B,8,5,Kaos AUC2018,Rogue Pop AUC2018,,,1,-1,2018,5.0,,Division 1,Division 2,1511.7303663355378,1319.409224655154,1518.8196790103875,1312.3199119803044,0.7,0.3,0.0,1.0
Womens,National,AUCD22018,2018-04-14,Factory Frenzy,10,11,Melbourne Inferno,4,12,Factory Flare AUC2018,Melbourne Inferno AUC2018,,,6,-6,2018,,,Division 2,Division 2,925.844000809328,839.3705318534696,943.3504005950044,821.8641320677931,0.3,0.2,1.0,0.0
Womens,National,AUCD22018,2018-04-14,Inland Gypsies,7,10,Valkyrie Ultimate,10,8,Inland Gypsies AUC2018,Valkyrie Ultimate AUC2018,,,-3,3,2018,,,Division 2,Division 2,796.7140960734796,1026.5905308212657,787.4829330238613,1035.8216938708838,0.2,0.5,0.0,0.0
Womens,National,AUCD22018,2018-04-15,Hills,10,11,Tempest,4,9,Hills AUC2018,Tempest AUC2018,,,6,-6,2018,,,Division 2,Division 2,1028.6885676518668,903.1304402430654,1045.0411885736626,886.7778193212698,0.6,0.5,0.5,0.5
Womens,National,AUCD22018,2018-04-15,The Ladies Lounge,8,11,Rogue B,6,10,The Ladies Lounge AUC2018,Rogue Pop AUC2018,,,2,-2,2018,,,Division 2,Division 2,1070.0312184935276,1312.3199119803044,1091.061495035788,1291.289635438044,0.8,0.3,0.0,0.0
Womens,National,AUCD22018,2018-04-15,Surge,7,12,Kaos,14,10,Surge AUC2018,Kaos AUC2018,,,-7,7,2018,,5.0,Division 2,Division 1,1020.2823914812502,1518.8196790103875,1008.5749012226262,1530.5271692690117,0.4,0.7,0.0,0.0
Womens,National,AUCD22018,2018-04-15,Manly Mavericks,15,12,Sugar Magnolias,0,10,Manly AUC2018,Sugar Magnolias AUC2018,,,15,-15,2018,,,Division 2,Division 2,1175.0169908726175,1169.0404173382033,1208.5734878927117,1135.4839203181095,0.8,0.7,0.0,1.0
Womens,National,AUCD22018,2018-04-15,Bauhaus B,1,12,Factory Frenzy,14,12,Bauhaus Rezzies AUC2018,Factory Flare AUC2018,,,-13,13,2018,,,Division 2,Division 2,848.3270848244788,943.3504005950044,820.5794592841219,971.0980261353616,0.2,0.3,0.0,0.0
Womens,National,AUCD22018,2018-04-15,DarlingThirst,4,11,Melbourne Inferno,6,11,DarlingThirst AUC2018,Melbourne Inferno AUC2018,,,-2,2,2018,,,Division 2,Division 2,763.9229482398606,821.8641320677931,751.5318882293693,834.2551920782844,0.0,0.1,0.0,0.0
Womens,National,AUCD22018,2018-04-15,Extinction Women's,7,10,Inland Gypsies,9,10,Extinction AUC2018,Inland Gypsies AUC2018,,,-2,2,2018,,,Division 2,Division 2,900.3071376379515,787.4829330238613,882.5270981958662,805.2629724659466,0.0,0.2,0.0,0.0
Womens,National,AUCD22018,2018-04-15,Factory Frenzy,7,9,Valkyrie Ultimate,9,11,Factory Fire AUC2018,Valkyrie Ultimate AUC2018,,,-2,2,2018,,,Division 2,Division 2,971.0980261353616,1035.8216938708838,958.9198733972828,1047.9998466089623,0.3,0.5,0.0,1.0
Womens,National,AUCD22018,2018-04-15,Manly Mavericks,10,10,Kaos,2,10,Manly AUC2018,Kaos AUC2018,,,8,-8,2018,,5.0,Division 2,Division 1,1208.5734878927117,1530.5271692690117,1240.0250929061326,1499.0755642555905,0.8,0.8,1.0,0.0
Womens,National,AUC2018,2018-04-26,Rogue,15,11,Chch Chicks,9,11,Rogue Passion AUC2018,Chch Chicks AUC2018,F,F,6,-6,2018,3.0,6.0,Division 1,Division 1,1760.9707986571664,1487.68467837681,1773.835537725617,1468.3875697741337,0.6,0.5,1.0,0.0
Womens,National,AUC2018,2018-04-26,Ellipsis,15,12,Fuse,9,11,Ellipsis AUC2018,Fuse AUC2018,F,F,6,-6,2018,1.0,8.0,Division 1,Division 1,1918.1961884467055,1470.9272530420278,1934.085195675424,1455.03824581331,1.0,0.4,1.0,0.0
Womens,National,AUC2018,2018-04-26,Factory Flash,15,11,Bauhaus,8,11,Factory AUC2018,Bauhaus Elite AUC2018,F,F,7,-7,2018,4.0,10.0,Division 1,Division 1,1673.3644325177004,1509.0418904605465,1690.1578348386684,1483.8517869790944,0.5,0.4,0.8333333333333334,0.16666666666666666
Womens,National,AUC2018,2018-04-26,Melbourne Phoenix,8,11,GWS Blaze,15,10,Melbourne Phoenix AUC2018,GWS Blaze AUC2018,F,F,-7,7,2018,9.0,2.0,Division 1,Division 1,1350.6162208883693,1833.033260115867,1332.889182509293,1850.7602984949435,0.3,1.0,0.0,1.0
Womens,National,AUC2018,2018-04-26,Zig Theory,15,9,Fuse,10,12,Zig Theory AUC2018,Fuse AUC2018,F,F,5,-5,2018,7.0,8.0,Division 1,Division 1,1517.7206262637412,1455.03824581331,1542.8337409877008,1429.9251310893503,0.5,0.4,0.0,1.0
Womens,National,AUC2018,2018-04-26,Ellipsis,15,9,Chch Chicks,6,12,Ellipsis AUC2018,Chch Chicks AUC2018,F,F,9,-9,2018,1.0,6.0,Division 1,Division 1,1934.085195675424,1468.3875697741337,1949.0278415434184,1445.9736009721412,1.0,0.4444444444444444,0.0,0.0
Womens,National,AUC2018,2018-04-26,GWS Blaze,15,10,Bauhaus,4,10,GWS Blaze AUC2018,Bauhaus Elite AUC2018,F,F,11,-11,2018,2.0,10.0,Division 1,Division 1,1850.7602984949435,1483.8517869790944,1879.1528273439887,1455.459258130049,1.0,0.3,1.0,0.0
Womens,National,AUC2018,2018-04-26,Melbourne Phoenix,4,11,Kaos,15,10,Melbourne Phoenix AUC2018,Kaos AUC2018,F,F,-11,11,2018,9.0,5.0,Division 1,Division 1,1332.889182509293,1499.0755642555905,1298.771860513698,1533.1928862511857,0.2,0.7,0.0,1.0
Womens,National,AUC2018,2018-04-27,GWS Blaze,15,11,Kaos,8,11,GWS Blaze AUC2018,Kaos AUC2018,F,F,7,-7,2018,2.0,5.0,Division 1,Division 1,1879.1528273439887,1533.1928862511857,1898.9561239791287,1513.3895896160457,1.0,0.8,1.0,0.0
Womens,National,AUC2018,2018-04-27,Fuse,10,10,Rogue,15,10,Fuse AUC2018,Rogue Passion AUC2018,F,F,-5,5,2018,8.0,3.0,Division 1,Division 1,1429.9251310893503,1773.835537725617,1414.5795676272635,1784.0659133670083,0.3,0.6,0.0,1.0
Womens,National,AUC2018,2018-04-27,Ellipsis,15,11,Zig Theory,3,10,Ellipsis AUC2018,Zig Theory AUC2018,F,F,12,-12,2018,1.0,7.0,Division 1,Division 1,1949.0278415434184,1542.8337409877008,1969.0079534557087,1512.8635731192649,1.0,0.6,1.0,0.0
Womens,National,AUC2018,2018-04-27,Melbourne Phoenix,11,10,Factory Flash,14,9,Melbourne Phoenix AUC2018,Factory AUC2018,F,F,-3,3,2018,9.0,4.0,Division 1,Division 1,1298.771860513698,1690.1578348386684,1288.8125355374184,1696.7973848228546,0.2,0.6,0.0,1.0
Womens,National,AUC2018,2018-04-27,Rogue,9,5,Zig Theory,11,7,Rogue Passion AUC2018,Zig Theory AUC2018,F,F,-2,2,2018,3.0,7.0,Division 1,Division 1,1784.0659133670083,1512.8635731192649,1762.469199274631,1545.2586442578315,0.7,0.5,0.5,0.5
Womens,National,AUC2018,2018-04-27,Chch Chicks,14,12,Fuse,12,10,Chch Chicks AUC2018,Fuse AUC2018,F,F,2,-2,2018,6.0,8.0,Division 1,Division 1,1445.9736009721412,1414.5795676272635,1465.8279243515804,1394.7252442478243,0.4,0.2,1.0,0.0
Womens,National,AUC2018,2018-04-27,Kaos,15,11,Factory Flash,11,10,Kaos AUC2018,Factory AUC2018,F,F,4,-4,2018,5.0,4.0,Division 1,Division 1,1513.3895896160457,1696.7973848228546,1547.4281509459347,1674.1050106029286,0.8,0.6,0.0,1.0
Womens,National,AUC2018,2018-04-27,Melbourne Phoenix,10,11,Bauhaus,13,9,Melbourne Phoenix AUC2018,Bauhaus Elite AUC2018,F,F,-3,3,2018,9.0,10.0,Division 1,Division 1,1288.8125355374184,1455.459258130049,1272.713136186683,1471.5586574807844,0.1,0.2,0.0,1.0
Womens,National,AUC2018,2018-04-27,Ellipsis,15,10,Rogue,4,10,Ellipsis AUC2018,Rogue Passion AUC2018,F,F,11,-11,2018,1.0,3.0,Division 1,Division 1,1969.0079534557087,1762.469199274631,1990.760575899277,1740.716576831063,1.0,0.6,1.0,0.0
Womens,National,AUC2018,2018-04-27,Factory Flash,10,10,GWS Blaze,13,10,Factory AUC2018,GWS Blaze AUC2018,F,F,-3,3,2018,4.0,2.0,Division 1,Division 1,1674.1050106029286,1898.9561239791287,1664.7648570513795,1908.2962775306776,0.5,1.0,0.16666666666666666,0.8333333333333334
Womens,National,AUC2018,2018-04-27,Bauhaus,10,12,Kaos,15,10,Bauhaus Elite AUC2018,Kaos AUC2018,F,F,-5,5,2018,10.0,5.0,Division 1,Division 1,1471.5586574807844,1547.4281509459347,1447.0611730699777,1571.9256353567416,0.2,0.8,0.0,0.0
Womens,National,AUC2018,2018-04-27,Chch Chicks,9,14,Zig Theory,10,6,Chch Chicks AUC2018,Zig Theory AUC2018,F,F,-1,1,2018,6.0,7.0,Division 1,Division 1,1465.8279243515804,1545.2586442578315,1450.4950479776533,1560.5915206317586,0.4,0.5,1.0,0.0
Womens,National,AUC2018,2018-04-28,Bauhaus,12,10,Fuse,14,9,Bauhaus Elite AUC2018,Fuse AUC2018,F,F,-2,2,2018,10.0,8.0,Division 1,Division 1,1447.0611730699777,1394.7252442478243,1423.1632624783042,1418.6231548394978,0.1,0.2,0.6666666666666666,0.3333333333333333
Womens,National,AUC2018,2018-04-28,Chch Chicks,15,10,Melbourne Phoenix,11,11,Chch Chicks AUC2018,Melbourne Phoenix AUC2018,F,F,4,-4,2018,6.0,9.0,Division 1,Division 1,1450.4950479776533,1272.713136186683,1468.417421848913,1254.7907623154235,0.4,0.1,0.5,0.5
Womens,National,AUC2018,2018-04-28,Zig Theory,4,12,Factory Flash,15,13,Zig Theory AUC2018,Factory AUC2018,F,F,-11,11,2018,7.0,4.0,Division 1,Division 1,1560.5915206317586,1664.7648570513795,1523.8798722102597,1689.239289332379,0.6,0.5,0.0,1.0
Womens,National,AUC2018,2018-04-28,Kaos,11,11,Rogue,15,8,Kaos AUC2018,Rogue Passion AUC2018,F,F,-4,4,2018,5.0,3.0,Division 1,Division 1,1571.9256353567416,1740.716576831063,1553.659438454772,1752.894041432376,0.8,0.5,0.0,1.0
Womens,National,AUC2018,2018-04-28,Ellipsis,15,12,Fuse,5,10,Ellipsis AUC2018,Fuse AUC2018,F,F,10,-10,2018,1.0,8.0,Division 1,Division 1,1990.760575899277,1418.6231548394978,2006.565969585805,1394.9150643097057,1.0,0.3,1.0,0.0
Womens,National,AUC2018,2018-04-28,Bauhaus,7,9,Melbourne Phoenix,11,9,Bauhaus Elite AUC2018,Melbourne Phoenix AUC2018,F,F,-4,4,2018,10.0,9.0,Division 1,Division 1,1423.1632624783042,1254.7907623154235,1389.6956600351843,1288.2583647585434,0.1,0.1,1.0,0.0
Womens,National,AUC2018,2018-04-28,GWS Blaze,15,10,Chch Chicks,7,12,GWS Blaze AUC2018,Chch Chicks AUC2018,F,F,8,-8,2018,2.0,6.0,Division 1,Division 1,1908.2962775306776,1468.417421848913,1921.953067531973,1447.9322368469695,1.0,0.5,0.0,0.0
Womens,National,AUC2018,2018-04-28,GWS Blaze,15,8,Factory Flash,4,11,GWS Blaze AUC2018,Factory AUC2018,F,F,11,-11,2018,2.0,4.0,Division 1,Division 1,1921.953067531973,1689.239289332379,1943.1234937527515,1668.0688631116004,1.0,0.6,0.8571428571428571,0.14285714285714285
Womens,National,AUC2018,2018-04-28,Ellipsis,15,10,Rogue,5,10,Ellipsis AUC2018,Rogue Passion AUC2018,F,F,10,-10,2018,1.0,3.0,Division 1,Division 1,2006.565969585805,1752.894041432376,2025.8056138163224,1733.654397201859,1.0,0.5,1.0,0.0
Womens,National,AUC2018,2018-04-28,Fuse,12,10,Kaos,15,10,Fuse AUC2018,Kaos AUC2018,F,F,-3,3,2018,8.0,5.0,Division 1,Division 1,1394.9150643097057,1553.659438454772,1378.50508434239,1570.069418422088,0.2,0.7,0.0,0.0
Womens,National,AUC2018,2018-04-28,Chch Chicks,13,11,Zig Theory,12,9,Chch Chicks AUC2018,Zig Theory AUC2018,F,F,1,-1,2018,6.0,7.0,Division 1,Division 1,1447.9322368469695,1523.8798722102597,1470.6883722433715,1501.1237368138577,0.4,0.5,0.5,0.5
Womens,National,AUC2018,2018-04-29,Rogue,14,10,Factory Flash,12,10,Rogue Passion AUC2018,Factory AUC2018,F,F,2,-2,2018,3.0,4.0,Division 1,Division 1,1733.654397201859,1668.0688631116004,1745.8056015026496,1655.9176588108098,0.5,0.5,0.6666666666666666,0.3333333333333333
Womens,National,AUC2018,2018-04-29,Kaos,15,8,Chch Chicks,6,10,Kaos AUC2018,Chch Chicks AUC2018,F,F,9,-9,2018,5.0,6.0,Division 1,Division 1,1570.069418422088,1470.6883722433715,1602.4949420609887,1438.2628486044707,0.7,0.5,1.0,0.0
Womens,National,AUC2018,2018-04-29,Fuse,8,10,Zig Theory,15,10,Fuse AUC2018,Zig Theory AUC2018,F,F,-7,7,2018,8.0,7.0,Division 1,Division 1,1378.50508434239,1501.1237368138577,1351.600150720557,1528.0286704356906,0.2,0.5,0.5,0.5
Womens,National,AUC2018,2018-04-29,Ellipsis,15,9,GWS Blaze,6,11,Ellipsis AUC2018,GWS Blaze AUC2018,F,F,9,-9,2018,1.0,2.0,Division 1,Division 1,2025.8056138163224,1943.1234937527515,2047.927779917505,1921.0013276515688,1.0,1.0,1.0,0.0
Womens,National,NGC2019,2019-01-19,Fuse,15,11,Factory Flash,8,11,Fuse AUC2019,Factory AUC2019,L,F,7,-7,2019,6.0,7.0,Division 1,Division 1,1425.8000753602785,1577.958829405405,1441.6306850900562,1560.3692630389853,0.2,0.5,0.6666666666666666,0.3333333333333333
Womens,National,NGC2019,2019-01-19,Rogue,15,10,Sugar Magnolias,3,10,Rogue AUC2019,Sugar Magnolias AUC2019,F,,12,-12,2019,3.0,,Division 1,Division 2,1622.9028007513248,1067.7419601590548,1635.4926831318062,1048.8571365883329,0.5,0.6,1.0,0.0
Womens,National,NGC2019,2019-01-19,GWS Blaze,15,12,Tempest,4,10,GWS Blaze AUC2019,Tempest AUC2019,M,,11,-11,2019,4.0,,Division 1,Division 2,1710.5006638257844,943.3889096606348,1719.4439436972652,926.6202599016084,0.9,0.5,1.0,0.0
Womens,National,NGC2019,2019-01-19,GWS Blaze,13,10,Fuse,12,10,GWS Blaze AUC2019,Fuse AUC2019,M,L,1,-1,2019,4.0,6.0,Division 1,Division 1,1719.4439436972652,1441.6306850900562,1722.261028801642,1438.4614643476325,0.9,0.2,1.0,0.0
Womens,National,NGC2019,2019-01-19,Sugar Magnolias,15,10,Tempest,5,9,Sugar Magnolias AUC2019,Tempest AUC2019,,,10,-10,2019,,,Division 2,Division 2,1048.8571365883329,926.6202599016084,1071.3047046456172,904.1726918443236,0.6,0.5,1.0,0.0
Womens,National,NGC2019,2019-01-19,Rogue,9,11,Factory Flash,4,9,Rogue AUC2019,Factory AUC2019,F,F,5,-5,2019,3.0,7.0,Division 1,Division 1,1635.4926831318062,1560.3692630389853,1646.3958221229614,1549.46612404783,0.6,0.4,0.7142857142857143,0.2857142857142857
Womens,National,NGC2019,2019-01-19,Fuse,15,11,Tempest,2,10,Fuse AUC2019,Tempest AUC2019,L,,13,-13,2019,6.0,,Division 1,Division 2,1438.4614643476325,904.1726918443236,1450.7571445757235,883.6798914641713,0.2,0.4,0.0,0.0
Womens,National,NGC2019,2019-01-19,Rogue,9,9,GWS Blaze,11,9,Rogue AUC2019,GWS Blaze AUC2019,F,M,-2,2,2019,3.0,4.0,Division 1,Division 1,1646.3958221229614,1722.261028801642,1638.5079630118746,1728.5713160905111,0.7,0.9,0.6666666666666666,0.3333333333333333
Womens,National,NGC2019,2019-01-19,Sugar Magnolias,4,11,Factory Flash,13,11,Sugar Magnolias AUC2019,Factory AUC2019,,F,-9,9,2019,,7.0,Division 2,Division 1,1071.3047046456172,1549.46612404783,1056.4559516319307,1559.3652927236212,0.7,0.4,0.0,1.0
Womens,National,NGC2019,2019-01-20,Fuse,15,10,Sugar Magnolias,3,12,Fuse AUC2019,Sugar Magnolias AUC2019,L,,12,-12,2019,6.0,,Division 1,Division 2,1450.7571445757235,1056.4559516319307,1462.8215123872155,1036.348671946111,0.3,0.6,0.0,0.0
Womens,National,NGC2019,2019-01-20,GWS Blaze,12,11,Factory Flash,11,9,GWS Blaze AUC2019,Factory AUC2019,M,F,1,-1,2019,4.0,7.0,Division 1,Division 1,1728.5713160905111,1559.3652927236212,1732.6602560681138,1554.2541177516182,0.9,0.4,0.875,0.125
Womens,National,NGC2019,2019-01-20,Rogue,15,11,Tempest,1,11,Rogue AUC2019,Tempest AUC2019,F,,14,-14,2019,3.0,,Division 1,Division 2,1638.5079630118746,883.6798914641713,1652.7000175734154,862.39180962186,0.6,0.3,1.0,0.0
Womens,National,NGC2019,2019-01-20,GWS Blaze,15,10,Sugar Magnolias,14,11,GWS Blaze AUC2019,Sugar Magnolias AUC2019,M,,1,-1,2019,4.0,,Division 1,Division 2,1732.6602560681138,1036.348671946111,1733.6743401506862,1034.4472642912874,0.9,0.6,1.0,0.0
Womens,National,NGC2019,2019-01-20,Factory Flash,15,10,Tempest,1,11,Factory AUC2019,Tempest AUC2019,F,,14,-14,2019,7.0,,Division 1,Division 2,1554.2541177516182,862.39180962186,1568.5285382969605,848.1173890765178,0.3,0.2,1.0,0.0
Womens,National,NGC2019,2019-01-20,Rogue,12,10,Fuse,14,11,Rogue AUC2019,Fuse AUC2019,F,L,-2,2,2019,3.0,6.0,Division 1,Division 1,1652.7000175734154,1462.8215123872155,1639.4657437818512,1474.7323587996234,0.6,0.4,1.0,0.0
Womens,National,ERC2019,2019-02-23,Surge,13,12,Ikigai Ultimate,0,10,Surge AUC2019,Ikigai Ultimate AUC2019,,,13,-13,2019,,,Division 2,Division 2,1004.287450611313,1000.0,1041.0208653570126,963.2665852543004,0.3,0.0,0.0,0.0
Womens,National,ERC2019,2019-02-23,GWS Blaze,13,11,Tempest,2,10,GWS Blaze AUC2019,Tempest AUC2019,F,,11,-11,2019,4.0,,Division 1,Division 2,1733.6743401506862,848.1173890765178,1746.9836688694238,834.8080603577804,0.9,0.2,1.0,0.0
Womens,National,ERC2019,2019-02-23,Factory Frenzy,13,12,Inland Gypsies,0,10,Factory Fire AUC2019,Inland Gypsies AUC2019,NAN,,13,-13,2019,,,Division 2,Division 2,979.4599366986416,902.6314862329732,1013.4224058671168,868.6690170644979,0.3,0.3,1.0,0.0
Womens,National,ERC2019,2019-02-23,Manly Mavericks,13,10,Hills,0,10,Manly Ultimate AUC2019,Hills AUC2019,M,,13,-13,2019,2.0,,Division 1,Division 2,1120.0125464530663,1022.5205942868312,1146.5791312644922,989.3123632725492,0.8,0.6,0.4,0.6
Womens,National,ERC2019,2019-02-23,Sugar Magnolias,13,11,DarlingThirst,1,11,Sugar Magnolias AUC2019,DarlingThirst AUC2019,,,12,-12,2019,,,Division 2,Division 2,1034.4472642912874,875.7659441146847,1054.0005884808252,846.4359578303779,0.5,0.0,0.0,0.0
Womens,National,ERC2019,2019-02-23,Rogue,13,10,Factory Frenzy,1,10,Sydney Rogue Fire AUC2019,Factory Flare AUC2019,F,,12,-12,2019,3.0,,Division 1,Division 2,1639.4657437818512,1013.4224058671168,1654.342724255084,998.545425393884,0.5,0.4,0.0,0.0
