division,level,tournament,date,team1rough,team1_goals,team1_spirit,team2rough,team2_goals,team2_spirit,team1full,team2full,team1_strength,team2_strength,team1_goal_diff,team2_goal_diff,year,team1full_AUC_placing,team2full_AUC_placing,team1_division,team2_division,team1_ELO_before,team2_ELO_before,team1_ELO_after,team2_ELO_after,team1form_10,team2form_10,team1_H2H_win_rate,team2_H2H_win_rate
Womens,National,NGC2017,2017-01-28,Sugar Magnolias,14,?,Rogue B,15,?,Sugar Magnolias AUC2017,Rogue Revolution AUC2017,,F,-1,1,2017,,6.0,Division 2,Division 1,1000.0,1500.0,997.3020951579545,1502.6979048420455,0.0,0.0,0.0,0.0
Womens,National,NGC2017,2017-01-28,GWS Blaze,15,?,Rogue Works,3,?,GWS Blaze AUC2017,Rogue Works AUC2017,F,F,12,-12,2017,4.0,,Division 1,Division 2,1500.0,1000.0,1519.1979048420455,980.8020951579545,0.0,0.0,0.0,0.0
Womens,National,NGC2017,2017-01-28,Factory Flash,11,?,Rogue Works,4,?,Factory AUC2017,Rogue Works AUC2017,M,F,7,-7,2017,3.0,,Division 1,Division 2,1500.0,980.8020951579545,1509.262866139852,969.2235124831392,0.0,0.0,0.0,0.0
Womens,National,NGC2017,2017-01-28,Rogue B,15,?,Tempest,2,?,Rogue Revolution AUC2017,Tempest AUC2017,F,,13,-13,2017,6.0,,Division 1,Division 2,1502.6979048420455,1000.0,1523.378317948821,979.3195868932244,1.0,0.0,0.0,0.0
Womens,National,NGC2017,2017-01-28,Factory Flash,13,?,Tempest,4,?,Factory AUC2017,Tempest AUC2017,M,,9,-9,2017,3.0,,Division 1,Division 2,1509.262866139852,979.3195868932244,1520.8763155036547,964.8027751884712,1.0,0.0,0.0,0.0
Womens,National,NGC2017,2017-01-28,GWS Blaze,13,?,Sugar Magnolias,6,?,GWS Blaze AUC2017,Sugar Magnolias AUC2017,F,,7,-7,2017,4.0,,Division 1,Division 2,1519.1979048420455,997.3020951579545,1530.7606511929198,985.7393488070802,1.0,0.0,0.0,0.0
Womens,National,NGC2017,2017-01-28,Rogue B,15,?,Rogue Works,14,?,Rogue Revolution AUC2017,Rogue Works AUC2017,F,F,1,-1,2017,6.0,,Division 1,Division 2,1523.378317948821,969.2235124831392,1525.7680773559846,966.8337530759756,1.0,0.0,0.0,0.0
Womens,National,NGC2017,2017-01-28,Factory Flash,6,?,GWS Blaze,15,?,Factory AUC2017,GWS Blaze AUC2017,M,F,-9,9,2017,3.0,4.0,Division 1,Division 1,1520.8763155036547,1530.7606511929198,1501.33229109298,1555.1906817062634,1.0,1.0,0.0,0.0
Womens,National,NGC2017,2017-01-28,Sugar Magnolias,9,?,Tempest,5,?,Sugar Magnolias AUC2017,Tempest AUC2017,,,4,-4,2017,,,Division 2,Division 2,985.7393488070802,964.8027751884712,1002.3122397974564,948.229884198095,0.0,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,GWS Blaze,13,12,Inland Gypsies,0,10,GWS Blaze AUC2017,Inland Gypsies AUC2017,F,,13,-13,2017,4.0,,Division 1,Division 2,1555.1906817062634,1000.0,1579.6522947844912,975.538386921772,1.0,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Factory Flash,12,10,Rogue Works,4,11,Factory AUC2017,Rogue Works AUC2017,F,F,8,-8,2017,3.0,,Division 1,Division 2,1501.33229109298,966.8337530759756,1516.922277205761,951.2437669631944,0.6666666666666666,0.0,1.0,0.0
Womens,National,ERC2017,2017-02-25,Rogue B,13,11,Surge,0,11,Rogue Rage AUC2017,Surge AUC2017,F,,13,-13,2017,6.0,,Division 1,Division 2,1525.7680773559846,1000.0,1550.4165603327176,975.3515170232668,1.0,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Sugar Magnolias,13,12,Factory Frenzy,1,?,Sugar Magnolias AUC2017,Factory Fire AUC2017,,,12,-12,2017,,,Division 2,Division 2,1002.3122397974564,1000.0,1037.3223964488725,964.9898433485844,0.3333333333333333,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Rogue,13,10,Hills,2,11,Rogue Block AUC2017,Hills AUC2017,,,11,-11,2017,2.0,,Division 1,Division 2,1500.0,1000.0,1521.2374858104547,978.7625141895454,0.0,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Tempest,13,14,Manly Mavericks,5,10,Tempest AUC2017,M.U.G.s AUC2017,,,8,-8,2017,,,Division 2,Division 2,948.229884198095,1000.0,978.1267135705328,970.1031706275622,0.0,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,GWS Blaze,13,11,Rogue Works,1,10,GWS Blaze AUC2017,Rogue Works AUC2017,F,F,12,-12,2017,4.0,,Division 1,Division 2,1579.6522947844912,951.2437669631944,1601.9583432896693,928.9377184580164,1.0,0.0,1.0,0.0
Womens,National,ERC2017,2017-02-25,Factory Flash,13,11,Inland Gypsies,1,11,Factory AUC2017,Inland Gypsies AUC2017,F,,12,-12,2017,3.0,,Division 1,Division 2,1516.922277205761,975.538386921772,1539.6679826243922,952.792681503141,0.75,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Rogue B,13,11,Factory Frenzy,0,10,Rogue Rage AUC2017,Factory Fire AUC2017,F,,13,-13,2017,6.0,,Division 1,Division 2,1550.4165603327176,964.9898433485844,1574.7142218844515,940.6921817968504,1.0,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Sugar Magnolias,9,10,Surge,7,9,Sugar Magnolias AUC2017,Surge AUC2017,,,2,-2,2017,,,Division 2,Division 2,1037.3223964488725,975.3515170232668,1052.0396634563192,960.6342500158198,0.5,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Rogue,13,11,Manly Mavericks,0,10,Rogue Block AUC2017,M.U.G.s AUC2017,,,13,-13,2017,2.0,,Division 1,Division 2,1521.2374858104547,970.1031706275622,1545.723171069494,945.6174853685228,1.0,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Tempest,13,10,Hills,4,11,Tempest AUC2017,Hills AUC2017,,,9,-9,2017,,,Division 2,Division 2,978.1267135705328,978.7625141895454,1007.8514182902936,949.0378094697844,0.25,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,GWS Blaze,13,9,Factory Flash,8,12,GWS Blaze AUC2017,Factory AUC2017,F,F,5,-5,2017,4.0,3.0,Division 1,Division 1,1601.9583432896693,1539.6679826243922,1622.06358516203,1519.5627407520317,1.0,0.8,1.0,0.0
Womens,National,ERC2017,2017-02-25,Inland Gypsies,9,8,Rogue Works,10,10,Inland Gypsies AUC2017,Rogue Works AUC2017,,F,-1,1,2017,,,Division 2,Division 2,952.792681503141,928.9377184580164,936.567223924498,945.1631760366596,0.0,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Rogue B,12,?,Sugar Magnolias,4,11,Rogue Rage AUC2017,Sugar Magnolias AUC2017,F,,8,-8,2017,6.0,,Division 1,Division 2,1574.7142218844515,1052.0396634563192,1590.3840816332454,1036.3698037075253,1.0,0.6,1.0,0.0
Womens,National,ERC2017,2017-02-25,Surge,9,9,Factory Frenzy,10,10,Surge AUC2017,Factory Fire AUC2017,,,-1,1,2017,,,Division 2,Division 2,960.6342500158198,940.6921817968504,944.5602283739784,956.7662034386916,0.0,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Rogue,13,9,Tempest,1,11,Rogue Block AUC2017,Tempest AUC2017,,,12,-12,2017,2.0,,Division 1,Division 2,1545.723171069494,1007.8514182902936,1568.491263207868,985.0833261519198,1.0,0.4,0.0,0.0
Womens,National,ERC2017,2017-02-25,Hills,10,14,Manly Mavericks,6,11,Hills AUC2017,M.U.G.s AUC2017,,,4,-4,2017,,,Division 2,Division 2,949.0378094697844,945.6174853685228,969.6049132274215,925.0503816108856,0.0,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Rogue,13,9,Factory Flash,6,10,Rogue Block AUC2017,Factory AUC2017,,F,7,-7,2017,2.0,3.0,Division 1,Division 1,1568.491263207868,1519.5627407520317,1592.7025598717682,1495.3514440881313,1.0,0.6666666666666666,0.0,0.0
Womens,National,ERC2017,2017-02-25,Rogue B,13,10,Tempest,1,10,Rogue Rage AUC2017,Tempest AUC2017,F,,12,-12,2017,6.0,,Division 1,Division 2,1590.3840816332454,985.0833261519198,1612.7875915083418,962.6798162768232,1.0,0.3333333333333333,1.0,0.0
Womens,National,ERC2017,2017-02-25,GWS Blaze,13,10,Sugar Magnolias,5,11,GWS Blaze AUC2017,Sugar Magnolias AUC2017,F,,8,-8,2017,4.0,,Division 1,Division 2,1622.06358516203,1036.3698037075253,1637.359913534711,1021.0734753348444,1.0,0.5,1.0,0.0
Womens,National,ERC2017,2017-02-25,Hills,11,10,Inland Gypsies,6,11,Hills AUC2017,Inland Gypsies AUC2017,,,5,-5,2017,,,Division 2,Division 2,969.6049132274215,936.567223924498,990.8250519274796,915.34708522444,0.3333333333333333,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Factory Frenzy,13,?,Manly Mavericks,6,9,Factory Fire AUC2017,M.U.G.s AUC2017,,,7,-7,2017,,,Division 2,Division 2,956.7662034386916,925.0503816108856,981.6372612628628,900.1793237867146,0.3333333333333333,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-25,Rogue Works,5,10,Surge,9,11,Rogue Works AUC2017,Surge AUC2017,F,,-4,4,2017,,,Division 2,Division 2,945.1631760366596,944.5602283739784,924.4397478513677,965.2836565592704,0.16666666666666666,0.0,0.0,0.0
Womens,National,SRC2017,2017-02-25,Ellipsis,15,10,Melbourne Phoenix,3,10,Ellipsis AUC2017,Melbourne Phoenix AUC2017,M,F,12,-12,2017,1.0,11.0,Division 1,Division 1,1500.0,1500.0,1528.08,1464.9,0.0,0.0,0.0,0.0
Womens,National,SRC2017,2017-02-25,Zig Theory,5,11,Bauhaus,15,11,Zig Theory AUC2017,Bauhaus AUC2017,M,F,-10,10,2017,8.0,5.0,Division 1,Division 1,1500.0,1500.0,1474.8,1531.5,0.0,0.0,0.0,0.0
Womens,National,SRC2017,2017-02-25,Bauhaus B,10,10,Melbourne Inferno,9,13,Melbourne Bauhaus R1 AUC2017,Melbourne Inferno AUC2017,,,1,-1,2017,,,Division 2,Division 2,1000.0,1000.0,1015.3,984.7,0.0,0.0,0.0,0.0
Womens,National,SRC2017,2017-02-25,Ellipsis,15,11,Living the dream,1,10,Ellipsis AUC2017,Living the dream AUC2017,M,,14,-14,2017,1.0,,Division 1,Division 2,1528.08,1000.0,1549.2261849600238,973.5672687999702,1.0,0.0,0.0,0.0
Womens,National,SRC2017,2017-02-25,Bauhaus C,0,11,Melbourne Phoenix,15,10,Melbourne Bauhaus R2 AUC2017,Melbourne Phoenix AUC2017,,F,-15,15,2017,,11.0,Division 2,Division 1,1000.0,1464.9,971.2613710080676,1493.6386289919326,0.0,0.0,0.0,0.0
Womens,National,SRC2017,2017-02-25,Bauhaus,15,14,Bauhaus B,2,12,Bauhaus AUC2017,Melbourne Bauhaus R1 AUC2017,F,,13,-13,2017,5.0,,Division 1,Division 2,1531.5,1015.3,1556.2157312955069,990.5842687044932,1.0,1.0,0.0,0.0
Womens,National,SRC2017,2017-02-25,Living the dream,15,11,Bauhaus C,5,11,Living the dream AUC2017,Melbourne Bauhaus R2 AUC2017,,,10,-10,2017,,,Division 2,Division 2,973.5672687999702,971.2613710080676,1004.9776718662524,939.8509679417856,0.0,0.0,0.0,0.0
Womens,National,SRC2017,2017-02-25,Melbourne Inferno,3,9,Bauhaus,15,10,Melbourne Inferno AUC2017,Bauhaus AUC2017,,F,-12,12,2017,,5.0,Division 2,Division 1,984.7,1556.2157312955069,962.1301870894376,1578.785544206069,0.0,1.0,0.0,0.0
Womens,National,SRC2017,2017-02-25,Zig Theory,15,12,Bauhaus B,3,9,Zig Theory AUC2017,Melbourne Bauhaus R1 AUC2017,M,,12,-12,2017,8.0,,Division 1,Division 2,1474.8,990.5842687044932,1493.3330271395685,967.4179847800328,0.0,0.5,0.0,0.0
Womens,National,SRC2017,2017-02-25,Melbourne Phoenix,14,10,Living the dream,7,10,Melbourne Phoenix AUC2017,Living the dream AUC2017,F,,7,-7,2017,11.0,,Division 1,Division 2,1493.6386289919326,1004.9776718662524,1507.7675828853198,990.848717972865,0.5,0.5,0.0,0.0
Womens,National,SRC2017,2017-02-25,Ellipsis,15,10,Bauhaus C,0,11,Ellipsis AUC2017,Melbourne Bauhaus R2 AUC2017,M,,15,-15,2017,1.0,,Division 1,Division 2,1549.2261849600238,939.8509679417856,1571.4545250413853,912.0655428400836,1.0,0.0,0.0,0.0
Womens,National,SRC2017,2017-02-25,Zig Theory,13,10,Melbourne Inferno,9,8,Zig Theory AUC2017,Melbourne Inferno AUC2017,M,,4,-4,2017,8.0,,Division 1,Division 2,1493.3330271395685,962.1301870894376,1500.0624308560668,953.7184324438148,0.5,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-26,Hills,8,9,Surge,9,11,Hills AUC2017,Surge AUC2017,,,-1,1,2017,,,Division 2,Division 2,990.8250519274796,965.2836565592704,974.5343962784862,981.574312208264,0.5,0.25,0.0,0.0
Womens,National,ERC2017,2017-02-26,Factory Frenzy,10,12,Rogue Works,4,8,Factory Fire AUC2017,Rogue Works AUC2017,,F,6,-6,2017,,,Division 2,Division 2,981.6372612628628,924.4397478513677,1003.7346503472448,902.3423587669856,0.5,0.14285714285714285,0.0,0.0
Womens,National,ERC2017,2017-02-26,Inland Gypsies,8,14,Manly Mavericks,9,7,Inland Gypsies AUC2017,M.U.G.s AUC2017,,,-1,1,2017,,,Division 2,Division 2,915.34708522444,900.1793237867146,899.4580989441574,916.0683100669972,0.0,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-26,Rogue,13,?,Sugar Magnolias,3,10,Rogue Block AUC2017,Sugar Magnolias AUC2017,,,10,-10,2017,2.0,,Division 1,Division 2,1592.7025598717682,1021.0734753348444,1611.6717628809456,1002.1042723256668,1.0,0.42857142857142855,0.0,0.0
Womens,National,ERC2017,2017-02-26,Rogue B,13,11,GWS Blaze,10,10,Rogue Rage AUC2017,GWS Blaze AUC2017,F,F,3,-3,2017,6.0,4.0,Division 1,Division 1,1612.7875915083418,1637.359913534711,1632.640787919475,1617.5067171235778,1.0,1.0,0.0,0.0
Womens,National,ERC2017,2017-02-26,Factory Flash,13,11,Tempest,4,10,Factory AUC2017,Tempest AUC2017,F,,9,-9,2017,3.0,,Division 1,Division 2,1495.3514440881313,962.6798162768232,1512.7534507026191,945.2778096623356,0.5714285714285714,0.2857142857142857,1.0,0.0
Womens,National,ERC2017,2017-02-26,Factory Frenzy,13,11,Inland Gypsies,6,10,Factory Fire AUC2017,Inland Gypsies AUC2017,,,7,-7,2017,,,Division 2,Division 2,1003.7346503472448,899.4580989441574,1025.9002988611608,877.2924504302415,0.6,0.0,0.0,0.0
Womens,National,ERC2017,2017-02-26,Hills,9,13,Rogue Works,1,14,Hills AUC2017,Rogue Works AUC2017,,F,8,-8,2017,,,Division 2,Division 2,974.5343962784862,902.3423587669856,999.6689782326554,877.2077768128163,0.4,0.125,0.0,0.0
Womens,National,ERC2017,2017-02-26,Surge,13,?,Manly Mavericks,1,9,Surge AUC2017,M.U.G.s AUC2017,,,12,-12,2017,,,Division 2,Division 2,981.574312208264,916.0683100669972,1014.1587402433432,883.4838820319179,0.4,0.2,0.0,0.0
Womens,National,ERC2017,2017-02-26,Rogue B,11,11,Factory Flash,8,9,Rogue Rage AUC2017,Factory AUC2017,F,F,3,-3,2017,6.0,3.0,Division 1,Division 1,1632.640787919475,1512.7534507026191,1647.0589181824844,1498.33532043961,1.0,0.625,0.0,0.0
Womens,National,ERC2017,2017-02-26,Rogue,10,8,GWS Blaze,7,10,Rogue Block AUC2017,GWS Blaze AUC2017,,F,3,-3,2017,2.0,4.0,Division 1,Division 1,1611.6717628809456,1617.5067171235778,1630.7984652698765,1598.3800147346467,1.0,0.875,0.0,0.0
Womens,National,ERC2017,2017-02-26,Sugar Magnolias,9,9,Tempest,6,?,Sugar Magnolias AUC2017,Tempest AUC2017,,,3,-3,2017,,,Division 2,Division 2,1002.1042723256668,945.2778096623356,1018.8156976478152,928.5663843401868,0.375,0.25,1.0,0.0
Womens,National,ERC2017,2017-02-26,Rogue Works,8,?,Manly Mavericks,4,10,Rogue Works AUC2017,M.U.G.s AUC2017,F,,4,-4,2017,,,Division 2,Division 2,877.2077768128163,883.4838820319179,898.151615410123,862.5400434346112,0.1111111111111111,0.16666666666666666,0.0,0.0
Womens,National,ERC2017,2017-02-26,Hills,5,9,Factory Frenzy,13,11,Hills AUC2017,Factory Fire AUC2017,,,-8,8,2017,,,Division 2,Division 2,999.6689782326554,1025.9002988611608,972.7862934253592,1052.782983668457,0.5,0.6666666666666666,0.0,0.0
Womens,National,ERC2017,2017-02-26,Inland Gypsies,2,11,Surge,13,11,Inland Gypsies AUC2017,Surge AUC2017,,,-11,11,2017,,,Division 2,Division 2,877.2924504302415,1014.1587402433432,849.0515179377286,1042.399672735856,0.0,0.5,0.0,0.0
Womens,National,ERC2017,2017-02-26,GWS Blaze,13,11,Tempest,5,10,GWS Blaze AUC2017,Tempest AUC2017,F,,8,-8,2017,4.0,,Division 1,Division 2,1598.3800147346467,928.5663843401868,1613.3394333630963,913.6069657117372,0.7777777777777778,0.2222222222222222,0.0,0.0
Womens,National,ERC2017,2017-02-26,Factory Flash,13,?,Sugar Magnolias,2,10,Factory AUC2017,Sugar Magnolias AUC2017,F,,11,-11,2017,3.0,,Division 1,Division 2,1498.33532043961,1018.8156976478152,1519.7419692681412,997.4090488192838,0.5555555555555556,0.4444444444444444,0.0,0.0
Womens,National,ERC2017,2017-02-26,Rogue,13,10,Rogue B,6,10,Rogue Block AUC2017,Rogue Rage AUC2017,,F,7,-7,2017,2.0,6.0,Division 1,Division 1,1630.7984652698765,1647.0589181824844,1657.5298225349884,1620.3275609173725,1.0,1.0,0.0,0.0
Womens,National,SRC2017,2017-02-26,Melbourne Phoenix,15,?,Bauhaus B,5,?,Melbourne Phoenix AUC2017,Melbourne Bauhaus R1 AUC2017,F,,10,-10,2017,11.0,,Division 1,Division 2,1507.7675828853198,967.4179847800328,1526.919838047644,948.2657296177084,0.6666666666666666,0.3333333333333333,0.0,0.0
Womens,National,SRC2017,2017-02-26,Zig Theory,15,?,Living the dream,8,?,Zig Theory AUC2017,Living the dream AUC2017,M,,7,-7,2017,8.0,,Division 1,Division 2,1500.0624308560668,990.848717972865,1511.2360228254092,976.8817280111869,0.6666666666666666,0.3333333333333333,0.0,0.0
Womens,National,SRC2017,2017-02-26,Ellipsis,15,?,Melbourne Inferno,0,?,Ellipsis AUC2017,Melbourne Inferno AUC2017,M,,15,-15,2017,1.0,,Division 1,Division 2,1571.4545250413853,953.7184324438148,1593.6541595546978,925.968889302174,1.0,0.0,0.0,0.0
Womens,National,SRC2017,2017-02-26,Bauhaus,15,?,Bauhaus C,0,?,Bauhaus AUC2017,Melbourne Bauhaus R2 AUC2017,F,,15,-15,2017,5.0,,Division 1,Division 2,1578.785544206069,912.0655428400836,1606.3548024747067,884.4962845714459,1.0,0.0,0.0,0.0
Womens,National,SRC2017,2017-02-26,Melbourne Inferno,7,?,Living the dream,9,?,Melbourne Inferno AUC2017,Living the dream AUC2017,,,-2,2,2017,,,Division 2,Division 2,925.968889302174,976.8817280111869,910.8331251583216,992.0174921550392,0.0,0.25,0.0,0.0
Womens,National,SRC2017,2017-02-26,Bauhaus,15,?,Melbourne Phoenix,2,?,Bauhaus AUC2017,Melbourne Phoenix AUC2017,F,F,13,-13,2017,5.0,11.0,Division 1,Division 1,1606.3548024747067,1526.919838047644,1640.22094697713,1493.0536935452208,1.0,0.75,0.0,0.0
Womens,National,SRC2017,2017-02-26,Ellipsis,15,?,Zig Theory,1,?,Ellipsis AUC2017,Zig Theory AUC2017,M,M,14,-14,2017,1.0,8.0,Division 1,Division 1,1593.6541595546978,1511.2360228254092,1622.0991985521512,1482.790983827956,1.0,0.75,0.0,0.0
Womens,National,SRC2017,2017-02-26,Bauhaus C,2,?,Bauhaus B,15,?,Melbourne Bauhaus R2 AUC2017,Melbourne Bauhaus R1 AUC2017,,,-13,13,2017,,,Division 2,Division 2,884.4962845714459,948.2657296177084,850.046663388079,982.7153508010756,0.0,0.25,0.0,0.0
Womens,National,SRC2017,2017-02-26,Bauhaus C,3,?,Melbourne Inferno,14,?,Melbourne Bauhaus R2 AUC2017,Melbourne Inferno AUC2017,,,-11,11,2017,,,Division 2,Division 2,850.046663388079,910.8331251583216,819.0847814951449,941.7950070512558,0.0,0.0,0.0,0.0
Womens,National,SRC2017,2017-02-26,Bauhaus,8,?,Ellipsis,12,?,Bauhaus AUC2017,Ellipsis AUC2017,F,M,-4,4,2017,5.0,1.0,Division 1,Division 1,1640.22094697713,1622.0991985521512,1618.81744393185,1639.2220009883752,1.0,1.0,0.0,0.0
Womens,National,SRC2017,2017-02-26,Melbourne Phoenix,6,?,Zig Theory,12,?,Melbourne Phoenix AUC2017,Zig Theory AUC2017,F,M,-6,6,2017,11.0,8.0,Division 1,Division 1,1493.0536935452208,1482.790983827956,1468.355040367148,1502.5499063704142,0.6,0.6,0.0,0.0
Womens,National,SRC2017,2017-02-26,Bauhaus B,5,?,Living the dream,9,?,Melbourne Bauhaus R1 AUC2017,Living the dream AUC2017,,,-4,4,2017,,,Division 2,Division 2,982.7153508010756,992.0174921550392,962.3767096134492,1012.3561333426652,0.4,0.4,0.0,0.0
Womens,National,SMO2017,2017-03-11,Melbourne Phoenix,14,10,Rogue,15,12,Melbourne Phoenix AUC2017,Rogue Block AUC2017,F,L,-1,1,2017,11.0,2.0,Division 1,Division 1,1468.355040367148,1657.5298225349884,1461.189296130119,1661.8292690772057,0.5,1.0,0.0,0.0
Womens,National,SMO2017,2017-03-11,Ellipsis,15,12,Townsville League of Ivy,0,11,Ellipsis AUC2017,Townsville League of Ivy AUC2017,F,,15,-15,2017,1.0,,Division 1,Division 2,1639.2220009883752,1000.0,1662.2757405172692,976.946260471106,1.0,0.0,0.0,0.0
Womens,National,SMO2017,2017-03-11,Melbourne Inferno,7,11,Fuse,15,11,Melbourne Inferno AUC2017,Fuse AUC2017,,M,-8,8,2017,,10.0,Division 2,Division 1,941.7950070512558,1500.0,928.924959320354,1510.2960381847213,0.16666666666666666,0.0,0.0,0.0
Womens,National,SMO2017,2017-03-11,Factory Flash,15,12,Bauhaus C,1,12,Factory AUC2017,Melbourne Bauhaus R2 AUC2017,F,,14,-14,2017,3.0,,Division 1,Division 2,1519.7419692681412,819.0847814951449,1541.1336327647307,797.6931179985554,0.6,0.0,0.0,0.0
Womens,National,SMO2017,2017-03-11,Ellipsis,15,12,Surge,2,10,Ellipsis AUC2017,Surge AUC2017,F,,13,-13,2017,1.0,,Division 1,Division 2,1662.2757405172692,1042.399672735856,1682.3929222787417,1022.2824909743838,1.0,0.5714285714285714,0.0,0.0
Womens,National,SMO2017,2017-03-11,Bauhaus B,3,10,Rogue,12,12,Melbourne Bauhaus R1 AUC2017,Rogue Block AUC2017,,L,-9,9,2017,,2.0,Division 2,Division 1,962.3767096134492,1661.8292690772057,948.4823684936702,1670.1658737490732,0.3333333333333333,1.0,0.0,0.0
Womens,National,SMO2017,2017-03-11,Melbourne Inferno,2,11,Bauhaus,15,10,Melbourne Inferno AUC2017,Bauhaus AUC2017,,F,-13,13,2017,,5.0,Division 2,Division 1,928.924959320354,1618.81744393185,909.0087212071176,1638.7336820450864,0.14285714285714285,0.8333333333333334,0.0,1.0
Womens,National,SMO2017,2017-03-11,Bauhaus C,0,10,Rogue B,15,10,Melbourne Bauhaus R2 AUC2017,Rogue Rage AUC2017,,M,-15,15,2017,,6.0,Division 2,Division 1,797.6931179985554,1620.3275609173725,774.9973234259312,1638.4841965754715,0.0,0.9,0.0,0.0
Womens,National,SMO2017,2017-03-11,Factory Flash,5,10,Rogue B,8,12,Factory AUC2017,Rogue Rage AUC2017,F,M,-3,3,2017,3.0,6.0,Division 1,Division 1,1541.1336327647307,1638.4841965754715,1528.455870646953,1648.626406269694,0.6,0.9,0.0,1.0
Womens,National,SMO2017,2017-03-11,Melbourne Phoenix,11,12,Bauhaus B,3,10,Melbourne Phoenix AUC2017,Melbourne Bauhaus R1 AUC2017,F,,8,-8,2017,11.0,,Division 1,Division 2,1461.189296130119,948.4823684936702,1474.3069028246389,935.3647617991502,0.42857142857142855,0.2857142857142857,1.0,0.0
Womens,National,SMO2017,2017-03-11,Bauhaus,15,11,Fuse,4,11,Bauhaus AUC2017,Fuse AUC2017,F,M,11,-11,2017,5.0,10.0,Division 1,Division 1,1638.7336820450864,1510.2960381847213,1662.5044909059984,1491.2793910959915,0.8571428571428571,1.0,0.0,0.0
Womens,National,SMO2017,2017-03-11,Surge,12,11,Townsville League of Ivy,6,9,Surge AUC2017,Townsville League of Ivy AUC2017,,,6,-6,2017,,,Division 2,Division 2,1022.2824909743838,976.946260471106,1041.0727747183475,958.1559767271424,0.5,0.0,0.0,0.0
Womens,National,SMO2017,2017-03-12,Bauhaus B,10,12,Townsville League of Ivy,6,13,Melbourne Bauhaus R1 AUC2017,Townsville League of Ivy AUC2017,,,4,-4,2017,,,Division 2,Division 2,935.3647617991502,958.1559767271424,953.351686953323,940.1690515729696,0.25,0.0,0.0,0.0
Womens,National,SMO2017,2017-03-12,Bauhaus C,3,10,Melbourne Inferno,13,9,Melbourne Bauhaus R2 AUC2017,Melbourne Inferno AUC2017,,,-10,10,2017,,,Division 2,Division 2,774.9973234259312,909.0087212071176,752.8835096727441,931.1225349603048,0.0,0.125,0.0,1.0
Womens,National,SMO2017,2017-03-12,Bauhaus,13,11,Factory Flash,8,11,Bauhaus AUC2017,Factory AUC2017,F,F,5,-5,2017,5.0,3.0,Division 1,Division 1,1662.5044909059984,1528.455870646953,1677.11726235417,1513.8430991987814,0.875,0.5,0.0,0.0
Womens,National,SMO2017,2017-03-12,Rogue,15,9,Surge,6,10,Rogue Block AUC2017,Surge AUC2017,L,,9,-9,2017,2.0,,Division 1,Division 2,1670.1658737490732,1041.0727747183475,1678.6175457416732,1026.9866547306808,1.0,0.5555555555555556,0.0,0.0
Womens,National,SMO2017,2017-03-12,Ellipsis,15,10,Melbourne Phoenix,1,10,Ellipsis AUC2017,Melbourne Phoenix AUC2017,F,F,14,-14,2017,1.0,11.0,Division 1,Division 1,1682.3929222787417,1474.3069028246389,1708.609767673668,1448.0900574297125,1.0,0.5,1.0,0.0
Womens,National,SMO2017,2017-03-12,Rogue B,13,10,Fuse,4,9,Rogue Rage AUC2017,Fuse AUC2017,M,M,9,-9,2017,6.0,10.0,Division 1,Division 1,1648.626406269694,1491.2793910959915,1664.60802664182,1475.2977707238656,0.9,0.5,0.0,0.0
Womens,National,SMO2017,2017-03-12,Melbourne Inferno,10,11,Townsville League of Ivy,7,11,Melbourne Inferno AUC2017,Townsville League of Ivy AUC2017,,,3,-3,2017,,,Division 2,Division 2,931.1225349603048,940.1690515729696,947.1653959176202,924.126190615654,0.2222222222222222,0.0,0.0,0.0
Womens,National,SMO2017,2017-03-12,Bauhaus B,14,11,Bauhaus C,3,10,Melbourne Bauhaus R1 AUC2017,Melbourne Bauhaus R2 AUC2017,,,11,-11,2017,,,Division 2,Division 2,953.351686953323,752.8835096727441,975.2463204122604,730.9888762138069,0.3333333333333333,0.0,1.0,0.0
Womens,National,SMO2017,2017-03-12,Ellipsis,9,9,Rogue B,8,10,Ellipsis AUC2017,Rogue Rage AUC2017,F,M,1,-1,2017,1.0,6.0,Division 1,Division 1,1708.609767673668,1664.60802664182,1719.942555811154,1655.5417961318312,1.0,0.9,0.0,0.0
